Name,Category,Address,Phone,Rating,Facilities,Parking,Images,Mon_Start,Mon_End,Tue_Start,Tue_End,Wed_Start,Wed_End,Thu_Start,Thu_End,Fri_Start,Fri_End,Sat_Start,Sat_End,Sun_Start,Sun_End,Instagram,Blog
코끼리통닭,"백숙,삼계탕",제주 제주시 동문로 4,전화번호 없음,평점 없음,,,"https://pup-review-phinf.pstatic.net/MjAyMjEyMjNfMjU2/MDAxNjcxNzk4NzczODk4.tMAiqIV_Hylb1nAaEHBz1CbaLxmyApwVf9viVTggkiUg.MxenZxvUJIZg8NX3FkeALZjiDRNVoHMjvzpfq9xgfbkg.JPEG/image.jpg?type=w1500_60_sharpen, http://blogfiles.naver.net/MjAyMjA5MDlfNzcg/MDAxNjYyNzIzMDE2MDQ3.ZlGyezgzt8_WzoOy0TwaUSECPXdKZoMenZQo_5PESugg.iI7HNSHkeqV5n4OSZ7mKBZcm_QfPBjnWUDTpXE6qT4sg.JPEG.cpzm444/image_2321007131511845621239.jpg",정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,,https://blog.naver.com/charmmy/220307438481
대게고로케 제주동문시장점,베이커리,제주 제주시 동문로4길 21,전화번호 없음,평점 없음,,,https://ldb-phinf.pstatic.net/20200723_141/1595491311774dWW7o_JPEG/1nvo-6S_F03Tx5dHPI_5ONXK.jpg,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,,
민자식당,국밥,제주 제주시 동문로4길 9,064-722-5483,평점 없음,,,"https://phinf.pstatic.net/tvcast/20250115_225/ChRI0_17369182578092SxxF_JPEG/DDA584C8-99E8-4739-96EF-8C11838972C0.jpg, http://blogfiles.naver.net/MjAyNTAxMjFfMTcy/MDAxNzM3NDMyMjI1NDEz.fx-ZP76icomYIqoZEpkSx6yi8lfJq2PexBA5KlO_Kggg.RCMGn_XBnQhlFgNVj9QYP-shFFdpV20blElOflwUaGsg.JPEG/KakaoTalk_20250121_103819178_05.jpg",정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,,
함덕어물전,"전,빈대떡",제주 제주시 동문로4길 9,전화번호 없음,평점 없음,,,"https://video-phinf.pstatic.net/20250523_217/1747991586563jykmP_JPEG/gOLHy8FgrN_03.jpg, http://blogfiles.naver.net/MjAyNTA1MDFfODUg/MDAxNzQ2MDg4MzUwNzg0.nYXxqgXWwGkCz8QBCKTN08UjvnKgVQZGGbrWQq2KPSsg.Gsh8HgnxhHanxI9maIoEKYkrNovnp-HLr0AO_VF17Rog.JPEG/KakaoTalk_20250501_160452302_03.jpg",정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,,https://blog.naver.com/gjazeating/223630528407
영흥반점,중식당,제주 제주시 관덕로13길 8-2,064-722-4573,평점 없음,,,이미지 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,,
하늘이네,종합분식,제주 제주시 동문로4길 18,064-722-6583,평점 없음,,,"https://video-phinf.pstatic.net/20250330_56/17433064453784khl3_JPEG/SbWtpGMJOJ_03.jpg, http://blogfiles.naver.net/MjAyNTExMjNfMjE3/MDAxNzYzODgxNTc5OTA4.VvJZGFHbOgIjNspR2aWTSNXPLy1w0rdJXQVD-3UC2xIg.eEuE1vHZdoJR41v1C880McfUFDoK6cHVocz7oSFt8CYg.JPEG/output%A3%DF2382345063.jpg",정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,,
만송식당,한식,제주 제주시 동문로4길 17-1,064-753-5380,평점 없음,,,"https://pup-review-phinf.pstatic.net/MjAyMzEwMTVfMjg2/MDAxNjk3MzAzMjY5Mjg1.wV6lEHzECNpOk_4rnZR0bHV-ODKO_JAkItcbhS3LGG0g.IxYW_xaIXiV_mW7gdJQvEPMCorJzObtuTWwg6w43bkwg.JPEG/upload_75d649038eaa934ccc60f48cbe094239.jpg?type=w1500_60_sharpen, http://blogfiles.naver.net/MjAyNTA2MTZfMjU1/MDAxNzUwMDgwNDM0NzY5.AHiVYmWtCYtRFWHh3eLawMD3yeyG91xiVyGGMND2qi8g.U_ZReidruZRlVnQw6IFF9PlI-PIL_GtM7KfAW6sgmZ0g.PNG/image.png",정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,,https://blog.naver.com/gsh8099/223740173558
동문마약육전,"전,빈대떡",제주 제주시 동문로4길 18,전화번호 없음,평점 없음,,,https://ldb-phinf.pstatic.net/20210225_218/1614226042582InqVk_JPEG/9D6EuraCCFrdpVQk8oQtqb55.jpg,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,,https://blog.naver.com/hanimuhani/222449846930
화덕만두,"칼국수,만두",제주 제주시 동문로4길 17,전화번호 없음,평점 없음,,,https://pup-review-phinf.pstatic.net/MjAyNTAyMDNfMjg4/MDAxNzM4NTEyNTMyMTgx.6yp2mG6Cl_u5qWLo3vs1lGOlZcuGK9s_dY6T2JqhRdEg.FI56EtMU9VNqbl6PhnPVjyIHHjLai5CF5-83L8u7Lbsg.JPEG/1000016368.jpg.jpg?type=w1500_60_sharpen,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,,
준호식당,"순대,순댓국",제주 제주시 일도1동 1102-43,064-756-3252,평점 없음,예약,주차가능,"https://ldb-phinf.pstatic.net/20150901_209/1441056599527Qcyms_JPEG/106255547370231_0.jpg, https://ldb-phinf.pstatic.net/20150901_282/1441056599720YfyIv_JPEG/106255547370231_1.jpg",08:30,22:00,08:30,22:00,08:30,22:00,08:30,22:00,08:30,22:00,08:30,22:00,08:30,22:00,,
흑돼지만두,종합분식,제주 제주시 동문로6길 5-2,064-724-2462,평점 없음,,,https://clip-service-phinf.pstatic.net/MjAyNTEyMjVfMTI5/MDAxNzY2NjUyMjM0NTky.XdOQMoLllKn-F8UKt1-e6sFGN3_fECV-8JqsWkRMuOYg.W1oHUAjADOSNiFgCt0vBOsZO1_qBJImQE2c9R483FDUg.JPEG/thumbnail-1FBE324B-F4B7-4013-A84E-9661F02571BD.jpg,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,,
코다리냉면,냉면,제주 제주시 신산로 6,전화번호 없음,평점 없음,,,"https://pup-review-phinf.pstatic.net/MjAyNTAyMThfNTYg/MDAxNzM5ODY0MDA4NzEw._f-FX1uQMq4RxfsoJtgLWrB92tz0NbgOKCCfV5cgz7Ag.q21t1TTxLCWznama2FeMhn6qvWg619klbZN_SrdqBLQg.JPEG/20250218_120305.jpg.jpg?type=w1500_60_sharpen, http://blogfiles.naver.net/MjAyMjA1MTdfMjE2/MDAxNjUyNzY3NzY1Mzgw.GN6PZc51MZCS33pMAz7Jx8_K3YIAFScV5KcrME1AiVsg.MZZuKcQI9agmp0vMEOnmfk74LlxD4BLg8X2PqcA0CS8g.JPEG.naraemik/IMG_7486.jpg",정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,,https://blog.naver.com/naraemik/222735868601
카페북스,카페,제주 제주시 중앙로5길 6,064-759-6400,평점 없음,,,https://phinf.pstatic.net/tvcast/20250802_97/uuerS_1754095803101hdQSH_JPEG/PublishThumb_20250802_094950_736.jpg,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,,
숯불대파닭,"치킨,닭강정",제주 제주시 성지로 46,064-702-0807,평점 없음,,,이미지 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,,
오징어버터구이,오징어요리,제주 제주시 동문로4길 17,전화번호 없음,평점 없음,,,https://pup-review-phinf.pstatic.net/MjAyNTEyMjRfMTI5/MDAxNzY2NTUwMjUwNTMw.uDj9ELvFmbA4SfcWOkYdXNsL9IYOGmWlMFpeSJ2DqUUg._eMQyUejy-AamvQY5R9k0uQ5xQaOhoJPvQ1JrlRlqlQg.JPEG/1000033274.jpg?type=w1500_60_sharpen,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,,
면타발,한식,제주 제주시 동문로4길 17-1,전화번호 없음,평점 없음,,,https://pup-review-phinf.pstatic.net/MjAyNjAxMDlfOTkg/MDAxNzY3OTQ0MTA3OTIx.3j6dmAJqj-vjhjP7SHrjfkmA9-TXpU8uHUoIcZHY1pog.WMTxz7uoC-h2E_x66wNFLQY_VsRg2vYc8aePd__eVyMg.JPEG/E923A566-D283-444A-855D-B432CE40501B.jpeg?type=w1500_60_sharpen,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,,
윤썸라이브,단란주점,제주 제주시 중앙로 60,064-722-3689,평점 없음,,,이미지 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,,
이PD고로케,종합분식,제주 제주시 동문로4길 17,전화번호 없음,평점 없음,,,https://pup-review-phinf.pstatic.net/MjAyMzA2MjVfNDQg/MDAxNjg3NjY1NTMzMDA0.QALtgnumSrejAQe3nFK4rcm4XvfEh3_Z_nZG1eyfm54g.9R5zQyDU5kT3Vi84kZS3fcw6NncgACogAKzdeWRzPLMg.JPEG/7DB20E47-B8D1-4E84-88E7-C9848DB2868C.jpeg?type=w1500_60_sharpen,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,,
생느행,카페,제주 제주시 중앙로7길 3,064-723-2625,평점 없음,\ 반려동물 동반,,http://blogfiles.naver.net/MjAyMjAzMTFfMjQ3/MDAxNjQ3MDAwODUwMTY5.VT-RIWfKsICwCbc6OydnjPwVZWxhzZEruly2FrqUwLMg.FwCf_x6GZX5pwTQ2OhU5m1VHOesnA85W3UJS90S0rVUg.PNG.snhforyouth/%B9%D9%C0%DA%C8%B8.png,휴무,휴무,13:00,18:00,13:00,18:00,13:00,18:00,13:00,18:00,13:00,18:00,휴무,휴무,,https://blog.naver.com/storyteller_jemma/221117431860
해피노래주점,요리주점,제주 제주시 중앙로 37,064-723-3358,평점 없음,,,이미지 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,,
미리,"사철,영양탕",제주 제주시 동문로4길 17,064-721-9845,평점 없음,,,이미지 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,,https://blog.naver.com/ineosky/221492881815
제담에프앤비,양식,제주 제주시 관덕로11길 17,064-759-9976,평점 없음,,,https://pup-review-phinf.pstatic.net/MjAyNjAyMTVfMTUw/MDAxNzcxMTIzMDEwNDA1.eB_yUq5bZMA2_r_Pt2C-YNcuyASE5KSLvqAwP8D-Hbog.-oPOM0BGXXN1uxQQ7M4KoY3rJapCVEUw4IijZQAN5x8g.JPEG/video_thumbnail.jpg,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,,
팬더,단란주점,제주 제주시 신산로 4,064-724-6870,평점 없음,,,https://pup-review-phinf.pstatic.net/MjAyNDA2MjlfMTY3/MDAxNzE5NjI5Mjc3MjM3.xR0hlGEMxZHX85cv5mgRgxh0h7ZVEOq3Dpd_XsR2y6Qg.yVv60vBIa75a9naOjjkgI7-kYbqX69SRlTFnX7seLrQg.JPEG/20240624_124136.jpg.jpg?type=w1500_60_sharpen,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,,
대패가1900 제주일도점,"육류,고기요리",제주 제주시 산지로 31-1,064-755-4905,평점 없음,,,이미지 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,,
피자투어 동천점,피자,제주 제주시 동문로 10,064-727-8284,평점 없음,,,이미지 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,,
호박포차,종합분식,제주 제주시 신산로 10,064-723-0895,평점 없음,,,이미지 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,,
비원다방,다방,제주 제주시 일도1동 1176-2,064-758-8255,평점 없음,,,이미지 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,,
마음휴양소카페,"도시락,컵밥",제주 제주시 신산로 4,064-721-3177,평점 없음,,,이미지 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,,
효진카페,양식,제주 제주시 동문로 35-1,064-724-6429,평점 없음,,,https://ldb-phinf.pstatic.net/20200302_78/1583159381356GbIiF_JPEG/nNed51-Vvw_SkLDJ2587egSf.jpeg.jpg,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,,
제주떡갈비,"육류,고기요리",제주 제주시 동문로4길 17,전화번호 없음,평점 없음,,,"https://video-phinf.pstatic.net/20241102_197/1730528913764dbxlt_JPEG/qA24QdKxiy_03.jpg, http://blogfiles.naver.net/MjAyMzAzMDhfMjIw/MDAxNjc4MjUyODk2NjQ0.b5naUFkRolTpDlCX4P2WtX0EssljY3rOJsq46ETZnLog.UVBREOCKYClwYm-HQah7VJUB-T3wT1U-HBJem5oUuj8g.JPEG.kot5178/KakaoTalk_20230308_120558897_07.jpg",정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,,https://blog.naver.com/kot5178/223038479191
흑갈후,"육류,고기요리",제주 제주시 동문로4길 24,전화번호 없음,평점 없음,,,https://ldb-phinf.pstatic.net/20200423_89/1587646163479JsaJw_JPEG/SrLMqsKNGOjsl0uN6Pzmb7ja.jpg,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,,
월척회센터,생선회,제주 제주시 동문로 16,전화번호 없음,평점 없음,,,"https://pup-review-phinf.pstatic.net/MjAyNDEwMTRfMTE1/MDAxNzI4ODY2MzkwMjY3.UG05Kgu_karruCgapTH-a_zq27Su0iiUREZ6vLAFAZgg.M4eiaVJ4dg56vOi_iDgIZC6MZr8Ehck5dZ8S3mK6Tisg.JPEG/image.jpg?type=w1500_60_sharpen, http://blogfiles.naver.net/MjAyMDAzMTRfNjUg/MDAxNTg0MTgzNTM2NjAy.y1yFcTLAyOC6MuzsR6MqphNUNzUHjyC7o9YRNSvLhrgg.FVeMCYJWM_m0ggZW2PF0RKP9GTsuKvMby5fC__775MMg.JPEG.yoonbabybaby/20180118_205810.jpg",정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,,
하태카레,일식당,제주 제주시 동문로 6-8,064-757-4748,평점 없음,,,이미지 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,,
툼스톤,양식,제주 제주시 관덕로11길 15,064-755-2622,평점 없음,,,이미지 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,,
종합닭집,닭요리,제주 제주시 동문로2길 12,전화번호 없음,평점 없음,,,https://pup-review-phinf.pstatic.net/MjAyNDA0MjlfNTIg/MDAxNzE0MzY4NTM2NDgz.L1zz7LBlRqPJwzXmtZ2YInfwV-pAjSXbaUlzdnArvSIg.k8xdjj_PMBI9p4TPf4lftQHgl45XPKa8dyk8eLrqfK0g.JPEG/Screenshot_20240428_081758_NAVER.jpg.jpg?type=w1500_60_sharpen,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,,
제주항오리,오리요리,제주 제주시 신산로 6,064-757-2848,평점 없음,,,"https://pup-review-phinf.pstatic.net/MjAyMzEwMjRfMTgz/MDAxNjk4MTM4MjQzNDc5.Mrn-togtPQC_DkmsdnVIywxIASQ8bXGuS5Dqe0YbDXgg.JmUNa-mySMg_SM2YF0WUgbuFQzJmTFfRaOqwfTW1c5Eg.JPEG/upload_1feb7e7de4dd97bc356746fdb18485b0.jpg?type=w1500_60_sharpen, http://blogfiles.naver.net/MjAyNDEwMjRfMTUz/MDAxNzI5NzQyMzQzNjAw.h6dJ_t-PI-9tg9e8ZkyCXSp_irZ7wE9eNJeZjt-Sricg.IGk3IOhzKfHxn09wzPCj0a4efR-O4Z8WsztUljOIUgwg.JPEG/%C1%A6%C1%D6%B5%B5.jpg",정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,,
일육반점,중식당,제주 제주시 관덕로13길 4,064-753-5316,평점 없음,,,이미지 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,,https://blog.naver.com/muc_bo/222635522252
작은성,한식,제주 제주시 신산로 10,064-759-1429,평점 없음,,,이미지 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,,
보름도 본본,한식,제주 제주시 동문로4길 9,전화번호 없음,평점 없음,포장 남/녀 화장실 구분 단체 이용 가능 방문접수/출장 배달 무선 인터넷,주차가능,"https://ldb-phinf.pstatic.net/20210701_103/1625128053515VaTYc_JPEG/D1U-hj3KISHu7caYAPcd6GcM.jpeg.jpg, https://ldb-phinf.pstatic.net/20210701_256/1625128082839hi5bM_JPEG/OAJGPRLlD1bCDuV8sD89Qu_5.jpeg.jpg",정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,,
CELL,요리주점,제주 제주시 중앙로7길 3 명전빌딩 지하1층,064-758-0005,평점 없음,,,"https://ldb-phinf.pstatic.net/20150831_159/1441025053320JDrxv_JPEG/156973608550016_0.jpeg, https://ldb-phinf.pstatic.net/20150831_232/1441025053587MmOV8_JPEG/156973608550016_1.jpeg",18:00,24:00,18:00,24:00,18:00,24:00,18:00,24:00,18:00,24:00,정보 없음,정보 없음,정보 없음,정보 없음,,
제이온탑,인도음식,제주 제주시 중앙로7길 9,전화번호 없음,평점 없음,,,이미지 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,,
강원,카페,제주 제주시 관덕로15길 1,064-722-5070,평점 없음,,,이미지 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,,
